s0,s1,s2,s3,s4,s5,s6,action
0.0,1.24,1.95,1.94,1.93,0.65,0.0,1.0
0.0,1.33,1.89,1.88,1.87,0.58,0.0,1.0
0.06,1.41,1.81,1.79,1.78,0.47,0.0,1.0
0.15,1.48,1.72,1.71,1.69,0.38,0.0,1.0
0.25,1.56,1.66,1.62,1.61,0.29,0.0,1.0
0.34,1.65,1.58,1.54,1.53,0.19,0.0,1.0
0.44,1.73,1.5,1.46,1.42,0.1,0.0,1.0
0.52,1.82,1.39,1.38,1.35,0.0,0.0,1.0
0.62,1.91,1.32,1.29,1.26,0.0,0.0,1.0
0.7,1.97,1.25,1.2,1.17,0.0,0.0,1.0
0.81,2.06,1.16,1.11,1.07,0.0,0.0,1.0
0.89,2.11,1.05,1.03,0.99,0.0,0.0,1.0
0.97,2.17,0.98,0.94,0.91,0.0,0.0,1.0
1.07,2.12,0.89,0.84,0.8,0.0,0.0,1.0
1.15,2.03,0.8,0.76,0.72,0.0,0.0,1.0
1.24,1.94,0.71,0.65,0.62,0.0,0.0,1.0
1.33,1.88,0.61,0.58,0.53,0.0,0.0,1.0
1.41,1.79,0.52,0.47,0.43,0.0,0.0,1.0
1.48,1.71,0.43,0.38,0.34,0.0,0.0,1.0
1.56,1.62,0.33,0.29,0.24,0.0,0.0,1.0
1.65,1.54,0.24,0.19,0.15,0.0,0.0,1.0
1.73,1.46,0.14,0.1,0.05,0.0,0.0,1.0
1.82,1.38,0.05,0.0,0.0,0.0,0.0,1.0
1.91,1.29,0.0,0.0,0.0,0.0,0.0,1.0
1.97,1.2,0.0,0.0,0.0,0.0,0.0,1.0
2.06,1.11,0.0,0.0,0.0,0.0,0.0,1.0
2.11,1.03,0.0,0.0,0.0,0.0,0.0,1.0
2.17,0.94,0.0,0.0,0.0,0.0,0.0,1.0
2.12,0.84,0.0,0.0,0.0,0.0,0.0,1.0
2.03,0.76,0.0,0.0,0.0,0.0,0.0,1.0
1.94,0.65,0.0,0.0,0.0,0.0,0.0,1.0
1.88,0.58,0.0,0.0,0.0,0.0,0.0,1.0
1.79,0.47,0.0,0.0,0.0,0.0,0.0,1.0
1.71,0.38,0.0,0.0,0.0,0.0,0.0,1.0
1.62,0.29,0.0,0.0,0.0,0.0,0.0,1.0
1.54,0.19,0.0,0.0,0.0,0.0,0.0,1.0
1.46,0.1,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0
0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0
0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0
0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0
0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0.0,0.0,0.47,0.47,0.47,0.0,0.0,0.0
0.0,0.0,0.61,0.61,0.61,0.0,0.0,0.0
0.0,0.0,0.74,0.74,0.74,0.0,0.0,0.0
0.0,0.07,0.88,0.88,0.88,0.0,0.0,0.0
0.0,0.17,1.02,1.01,1.01,0.0,0.0,0.0
0.0,0.27,1.15,1.16,1.15,0.2,0.0,0.0
0.0,0.37,1.29,1.28,1.29,0.29,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
0.0,0.0,0.27,0.25,0.26,0.0,0.0,0.0
0.0,0.11,0.98,0.98,0.98,0.08,0.0,0.0
0.0,0.12,1.0,0.99,1.0,0.09,0.0,0.0
0.0,0.12,1.01,1.01,1.0,0.1,0.0,0.0
0.0,0.13,1.01,1.01,1.01,0.11,0.0,0.0
0.0,0.13,1.02,1.02,1.02,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.14,1.03,1.02,1.03,0.12,0.0,0.0
0.0,0.3,1.25,1.26,1.25,0.27,0.0,0.0
0.0,0.46,1.48,1.47,1.48,0.43,0.0,0.0
0.65,0.0,0.39,0.42,0.49,1.79,2.16,2.0
0.62,0.0,0.32,0.37,0.37,1.72,2.33,2.0
0.56,0.0,0.21,0.26,0.32,1.65,2.33,2.0
0.5,0.0,0.13,0.17,0.21,1.51,2.45,2.0
0.44,0.07,0.11,0.08,0.12,1.45,2.56,2.0
0.38,0.14,0.01,0.06,0.03,1.34,2.67,2.0
0.31,0.22,0.0,0.0,0.01,1.23,2.68,2.0
0.25,0.29,0.0,0.0,0.0,1.18,2.56,2.0
0.17,0.37,0.0,0.0,0.0,1.1,2.44,2.0
0.0,0.62,0.0,0.0,0.0,0.37,1.72,0.0
0.0,0.6,0.0,0.0,0.0,0.25,1.63,0.0
0.0,0.64,0.0,0.0,0.0,0.22,1.61,1.0
0.0,0.68,0.0,0.0,0.0,0.33,1.73,1.0
0.0,0.74,0.0,0.0,0.0,0.42,1.8,1.0
0.0,0.79,0.0,0.0,0.0,0.51,1.84,0.0
0.0,0.83,0.0,0.0,0.0,0.48,1.87,1.0
0.0,0.87,0.0,0.0,0.0,0.59,1.94,0.0
0.0,0.79,0.0,0.0,0.0,0.58,1.96,0.0
0.0,0.8,0.0,0.0,0.0,0.55,1.95,0.0
0.0,0.82,0.0,0.0,0.0,0.56,1.91,0.0
0.0,0.84,0.0,0.0,0.0,0.55,1.87,0.0
0.59,0.0,1.37,0.77,0.8,2.09,1.89,2.0
1.57,0.0,1.19,1.25,0.65,1.99,2.07,2.0
1.5,0.0,1.1,1.14,0.56,1.9,2.16,2.0
1.44,0.0,1.0,1.03,0.45,1.8,2.26,2.0
1.37,0.0,0.92,0.95,1.0,1.71,2.29,2.0
1.3,0.0,0.81,0.84,0.9,1.62,2.39,2.0
1.23,0.0,0.74,0.76,0.81,1.49,2.5,2.0
1.16,0.0,0.63,0.69,0.71,1.42,2.61,2.0
1.08,0.05,0.54,0.57,0.64,1.35,2.64,2.0
0.99,0.14,0.44,0.48,0.53,1.25,2.6,2.0
0.92,0.23,0.34,0.39,0.44,1.13,2.5,2.0
0.84,0.33,0.25,0.29,0.34,1.03,2.4,2.0
0.76,0.41,0.16,0.19,0.24,0.97,2.3,2.0
0.67,0.5,0.05,0.1,0.15,0.88,2.19,2.0
0.59,0.59,0.0,0.0,0.05,0.77,2.09,2.0
0.06,1.3,0.0,0.0,0.0,0.84,1.62,0.0
0.0,1.27,0.0,0.0,0.0,0.76,1.5,0.0
0.03,1.32,0.0,0.0,0.0,0.76,1.48,0.0
0.06,1.34,0.0,0.0,0.0,0.75,1.47,1.0
0.15,1.42,0.0,0.0,0.0,0.84,1.53,1.0
0.24,1.5,0.0,0.0,0.0,0.92,1.59,0.0
0.28,1.52,0.0,0.0,0.0,0.91,1.62,1.0
0.37,1.6,0.0,0.0,0.0,1.01,1.68,0.0
0.39,1.64,0.0,0.0,0.0,1.0,1.66,0.0
0.42,1.68,0.0,0.0,0.0,1.0,1.64,0.0
0.46,0.97,0.0,0.0,0.0,1.01,2.29,0.0
1.72,1.04,0.37,0.29,0.34,1.75,2.12,2.0
1.66,1.13,0.39,1.36,0.25,1.66,2.24,2.0
1.57,1.23,0.37,0.38,0.15,1.58,2.37,2.0
1.49,1.29,0.33,0.34,0.35,1.45,2.46,0.0
1.51,1.32,0.37,0.38,0.39,1.44,2.42,0.0
1.36,0.13,0.52,0.55,0.62,1.89,2.11,2.0
1.43,0.2,0.43,0.48,0.54,1.85,2.22,2.0
1.5,0.3,0.34,0.39,0.42,1.75,2.3,2.0
1.56,0.38,0.25,0.29,0.35,1.62,2.38,2.0
1.63,0.47,0.0,0.2,0.23,1.6,2.54,2.0
1.7,0.55,0.0,0.0,0.15,1.5,2.54,2.0
0.93,0.64,0.0,0.0,0.0,1.39,2.66,2.0
0.84,0.71,0.0,0.0,0.0,1.3,2.66,2.0
0.75,0.8,0.0,0.0,0.0,1.21,2.5,0.0
0.77,0.8,0.0,0.0,0.0,1.19,2.49,0.0
0.8,0.81,0.0,0.0,0.0,1.24,2.57,0.0
1.69,2.02,0.7,0.64,0.6,0.0,0.65,1.0
1.9,1.84,0.5,0.45,0.4,0.0,0.49,1.0
1.97,1.73,0.41,0.36,0.31,0.0,0.42,1.0
2.05,1.66,0.31,0.26,0.21,0.0,0.33,1.0
2.13,1.57,0.21,0.16,0.11,0.0,0.24,1.0
2.21,1.47,0.11,0.4,0.38,0.0,0.16,1.0
2.29,1.41,0.37,0.33,0.3,0.0,0.07,1.0
2.4,1.31,0.29,0.27,0.23,0.0,0.0,1.0
2.48,1.21,0.23,0.19,0.15,0.0,0.0,1.0
2.41,1.12,0.15,0.11,0.08,0.07,0.0,0.0
2.44,1.1,0.18,0.14,0.1,0.05,0.0,0.0
2.4,1.11,0.2,0.16,0.13,0.03,0.0,0.0
1.56,2.3,0.94,0.92,0.86,0.0,0.8,1.0
1.78,2.08,0.75,0.7,0.64,0.0,0.94,1.0
1.84,2.01,0.67,0.61,0.55,0.0,1.0,1.0
1.91,1.94,0.57,0.5,0.45,0.0,1.06,1.0
1.98,1.88,0.46,0.41,0.36,0.03,1.11,1.0
2.12,1.75,0.36,0.31,0.26,0.11,1.16,1.0
2.19,1.63,0.26,0.21,0.16,0.2,1.22,1.0
2.26,1.58,0.16,0.11,0.06,0.27,1.27,1.0
2.34,1.48,0.05,0.01,0.0,0.35,1.24,1.0
2.41,1.38,0.0,0.0,0.0,0.43,1.19,1.0
2.56,1.25,0.0,0.0,0.0,0.51,1.14,1.0
2.52,1.17,0.0,0.0,0.0,0.59,0.0,1.0
2.45,1.07,0.0,0.0,0.0,0.66,0.0,1.0
1.79,0.41,0.03,0.06,0.1,1.22,0.0,2.0
1.79,0.41,0.03,0.06,0.1,1.22,0.0,2.0
2.25,0.91,0.0,0.0,0.0,0.87,1.11,0.0
2.32,0.97,0.0,0.0,0.0,0.8,1.19,0.0
2.34,0.99,0.0,0.0,0.0,0.82,1.19,0.0
2.31,0.99,0.0,0.0,0.0,0.83,1.21,0.0
2.33,0.99,0.0,0.0,0.0,0.84,1.21,0.0
2.3,0.98,0.0,0.0,0.0,0.85,1.24,0.0
2.32,0.98,0.0,0.0,0.0,0.85,1.25,0.0
2.29,1.44,0.25,0.2,0.15,0.44,1.61,1.0
2.4,1.32,0.16,0.11,0.08,0.53,1.65,1.0
1.67,0.91,0.64,0.67,0.71,1.77,0.66,2.0
1.53,1.07,0.46,0.5,0.54,1.65,0.82,2.0
1.46,1.15,0.0,0.0,0.45,1.6,0.89,2.0
1.37,1.23,0.0,0.0,0.0,1.53,0.98,0.0
1.39,1.26,0.0,0.0,0.0,1.54,0.99,0.0
1.41,1.26,0.02,0.0,0.0,1.57,1.02,0.0
1.43,1.27,0.02,0.0,0.0,1.6,1.05,0.0
1.43,1.28,0.04,0.0,0.0,1.62,1.07,0.0
1.45,1.31,0.05,0.0,0.0,1.65,1.08,0.0
1.47,1.32,0.06,0.02,0.0,1.67,1.1,0.0
1.71,1.53,0.25,0.21,0.16,2.12,1.48,2.0
1.64,1.63,0.35,0.31,0.27,2.03,1.56,2.0
1.55,1.72,0.44,0.4,0.36,1.96,1.68,0.0
1.57,1.76,0.46,0.42,0.38,2.0,1.68,0.0
1.87,0.53,0.95,0.93,0.92,0.0,0.0,1.0
1.87,0.53,0.95,0.93,0.92,0.0,0.0,1.0
1.77,0.44,0.89,0.86,0.85,0.0,0.0,1.0
1.73,0.35,0.82,0.8,0.78,0.0,0.0,1.0
1.64,0.25,0.76,0.73,0.71,0.0,0.07,1.0
1.56,0.16,0.69,0.66,0.63,0.0,0.16,1.0
1.44,0.07,0.62,0.58,0.55,0.0,0.26,1.0
1.36,1.19,0.53,0.5,0.47,0.0,0.35,1.0
1.26,1.24,0.46,0.43,0.39,0.0,0.43,0.0
1.23,1.27,0.49,0.46,0.42,0.0,0.41,0.0
1.79,2.06,0.75,0.71,0.66,0.0,0.0,1.0
1.88,1.97,0.67,0.63,0.58,0.0,0.0,1.0
2.03,1.89,0.58,0.53,0.49,0.0,0.07,1.0
2.11,1.82,0.48,0.44,0.38,0.0,0.13,1.0
2.19,1.75,0.39,0.34,0.28,0.0,0.19,1.0
2.27,1.62,0.3,0.24,0.2,0.0,0.24,1.0
2.35,1.55,0.19,0.14,0.09,0.0,0.29,1.0
2.43,1.5,0.09,0.05,0.0,0.0,0.34,1.0
2.52,1.38,0.0,0.0,0.0,0.0,0.37,1.0
2.6,1.28,0.0,0.0,0.0,0.0,0.42,1.0
2.54,1.19,0.0,0.0,0.0,0.0,0.45,1.0
2.04,0.71,0.0,0.0,0.0,0.0,0.45,0.0
1.93,0.62,0.0,0.0,0.0,0.02,0.42,0.0
1.97,0.6,0.0,0.0,0.0,0.02,0.42,2.0
2.04,0.7,0.0,0.0,0.0,0.0,0.46,2.0
2.48,1.16,0.0,0.0,0.0,0.0,0.47,0.0
2.56,1.25,0.0,0.0,0.0,0.0,0.42,0.0
1.03,0.0,0.27,1.03,1.07,2.37,1.43,2.0
1.08,0.0,0.21,0.96,0.99,2.26,1.53,2.0
1.18,0.0,0.13,0.89,0.9,2.21,1.61,2.0
1.24,0.0,0.04,0.06,0.81,2.11,1.7,2.0
1.32,0.03,0.0,0.0,0.75,2.05,1.79,2.0
1.4,0.12,0.0,0.0,0.09,1.95,1.89,2.0
1.48,0.21,0.0,0.0,0.16,1.88,2.04,2.0
1.55,0.31,0.0,0.0,0.0,1.79,2.1,2.0
1.62,0.4,0.0,0.0,0.0,1.7,2.2,2.0
1.71,0.48,0.0,0.0,0.0,1.61,2.26,2.0
1.77,0.57,0.0,0.0,0.0,1.53,2.37,2.0
1.74,0.99,0.0,0.0,0.0,1.05,2.37,0.0
1.68,1.09,0.0,0.0,0.0,0.19,2.31,0.0
1.68,1.1,0.0,0.0,0.0,0.21,2.3,0.0
2.23,0.92,0.88,0.87,0.86,0.0,1.01,1.0
2.23,0.92,0.88,0.87,0.86,0.0,1.01,1.0
2.16,0.84,0.84,0.81,0.81,0.0,1.06,1.0
1.56,2.07,0.78,0.74,0.7,1.2,1.26,1.0
1.68,2.0,0.7,0.67,0.63,1.3,1.2,1.0
1.78,1.95,0.6,0.57,0.53,1.37,1.13,1.0
1.89,1.83,0.52,0.48,0.43,1.44,1.04,1.0
1.95,1.73,0.44,0.39,0.34,1.5,0.97,1.0
2.06,1.68,0.34,0.29,0.25,1.58,0.88,1.0
2.12,1.58,0.24,0.2,0.16,1.63,0.8,1.0
2.24,1.49,0.15,0.11,0.06,1.71,0.72,1.0
2.3,1.4,0.06,0.01,0.0,1.73,0.63,1.0
2.42,1.28,0.0,0.0,0.0,1.69,0.54,1.0
2.18,0.83,1.12,1.15,1.18,1.34,0.11,2.0
2.18,0.83,1.12,1.15,1.18,1.34,0.11,2.0
2.3,0.95,0.0,1.07,1.1,1.42,0.2,2.0
2.36,1.02,0.0,0.0,1.02,1.48,0.29,2.0
2.49,1.11,0.0,0.0,0.0,1.56,0.38,2.0
2.49,1.21,0.0,0.0,0.0,1.62,0.46,0.0
2.52,1.19,0.0,0.0,0.0,1.65,0.5,0.0
2.49,1.21,0.0,0.0,0.0,1.69,0.52,0.0
1.36,0.09,0.0,0.12,0.65,1.99,2.0,2.0
1.41,0.17,0.0,0.15,0.58,1.86,2.04,2.0
1.49,0.26,0.0,0.0,0.49,1.83,2.18,2.0
1.57,0.35,0.0,0.0,0.31,1.75,2.26,2.0
1.64,0.44,0.0,0.0,0.0,1.66,2.33,2.0
1.7,0.52,0.0,0.0,0.0,1.55,2.48,2.0
1.77,0.62,0.0,0.0,0.0,1.46,2.48,2.0
1.84,0.69,0.0,0.0,0.0,1.37,2.63,2.0
1.63,1.04,0.0,0.0,0.0,0.97,2.32,0.0
1.64,1.06,0.0,0.0,0.0,0.24,2.31,0.0
2.04,0.74,0.78,0.78,0.76,0.0,1.19,1.0
2.04,0.74,0.78,0.78,0.76,0.0,1.19,1.0
1.94,0.65,0.75,0.74,0.72,0.0,1.25,1.0
1.86,0.55,0.7,0.68,0.66,0.0,1.33,1.0
1.79,0.46,0.64,0.62,0.59,0.0,1.38,1.0
1.69,0.37,0.58,0.56,0.55,0.0,1.44,1.0
1.62,0.28,0.52,0.5,0.47,0.0,1.5,1.0
1.53,0.18,0.47,0.44,0.41,0.0,1.47,1.0
1.42,0.75,0.41,0.37,0.34,0.0,1.42,1.0
1.34,0.8,0.33,0.31,0.27,0.69,1.37,0.0
1.32,0.87,0.39,0.35,0.33,0.0,1.38,0.0
1.27,0.93,0.45,0.42,0.38,0.0,1.38,1.0
1.19,0.98,0.38,0.34,0.31,0.0,1.32,1.0
1.12,1.04,0.3,0.27,0.23,0.87,1.25,0.0
1.07,1.1,0.35,0.32,0.28,0.0,1.28,0.0
1.93,1.92,0.54,0.48,0.44,0.0,1.1,1.0
2.03,1.8,0.44,0.4,0.35,0.05,1.15,1.0
2.1,1.74,0.34,0.3,0.24,0.13,1.19,1.0
2.17,1.63,0.25,0.19,0.15,0.21,1.25,1.0
2.24,1.57,0.14,0.1,0.05,0.3,1.3,1.0
2.38,1.43,0.05,0.0,0.0,0.38,1.27,1.0
2.45,1.35,0.0,0.0,0.0,0.46,1.23,1.0
2.52,1.27,0.0,0.0,0.0,0.54,1.18,1.0
2.53,1.19,0.0,0.0,0.0,0.61,1.12,1.0
1.87,0.61,0.0,0.0,0.0,1.45,1.73,0.0
1.95,0.7,0.0,0.0,0.0,0.19,1.82,0.0
1.57,0.79,0.88,0.89,0.88,0.98,2.21,0.0
1.52,0.88,0.94,0.95,0.95,0.1,2.14,0.0
1.52,0.89,0.99,1.0,1.0,0.14,2.15,0.0
1.54,0.88,1.04,1.05,1.05,0.17,2.14,0.0
1.53,0.89,1.09,1.1,1.1,0.22,2.15,0.0
1.76,1.23,2.5,2.5,2.51,1.31,0.0,1.0
1.84,1.32,2.63,2.63,2.62,1.23,0.0,1.0
1.92,1.42,2.55,2.55,2.53,1.14,0.0,1.0
1.99,1.52,2.46,2.44,2.44,1.05,0.0,1.0
1.93,1.57,2.37,2.35,2.35,0.96,0.0,1.0
1.87,1.7,2.27,2.27,2.26,0.86,0.0,1.0
0.41,1.77,2.18,2.18,2.17,0.77,0.0,1.0
0.5,1.91,2.09,2.09,2.09,0.67,0.0,1.0
0.61,1.99,2.01,2.0,1.93,0.55,0.0,1.0
0.7,2.02,1.92,1.92,1.85,0.47,0.0,1.0
0.79,2.1,1.83,1.84,1.78,0.36,0.0,1.0
0.87,2.18,1.74,1.7,1.71,0.26,0.03,1.0
0.98,2.36,1.66,1.63,1.6,0.16,0.12,1.0
1.04,2.36,1.58,1.49,1.48,0.06,0.22,1.0
1.15,2.45,1.5,1.43,1.37,0.0,0.31,1.0
1.27,2.54,1.43,1.37,1.32,0.0,0.4,1.0
1.32,2.63,1.33,1.23,1.2,0.0,0.5,1.0
1.42,2.55,1.2,1.14,1.08,0.0,0.6,1.0
1.52,2.44,1.09,1.05,1.01,0.0,0.71,1.0
1.57,2.35,1.03,0.96,0.9,0.0,0.63,1.0
1.7,2.27,0.9,0.86,0.8,0.0,0.54,1.0
1.77,2.18,0.82,0.77,0.7,0.0,0.45,1.0
1.91,2.09,0.72,0.67,0.61,0.0,0.35,1.0
1.99,2.0,0.61,0.55,0.51,0.0,0.25,1.0
2.02,1.92,0.51,0.47,0.41,0.0,0.17,1.0
2.1,1.84,0.42,0.36,0.32,0.0,0.07,1.0
2.18,1.7,0.31,0.26,0.21,0.03,0.0,1.0
2.36,1.63,0.22,0.16,0.11,0.12,0.0,1.0
2.36,1.49,0.11,0.06,0.01,0.22,0.0,1.0
2.45,1.43,0.01,0.0,0.0,0.31,0.0,1.0
2.54,1.37,0.0,0.0,0.0,0.4,0.0,1.0
2.63,1.23,0.0,0.0,0.0,0.5,0.0,1.0
2.55,1.14,0.0,0.0,0.0,0.6,0.0,1.0
2.44,1.05,0.0,0.0,0.0,0.71,0.0,1.0
2.35,0.96,0.0,0.0,0.0,0.63,0.0,1.0
1.11,0.91,1.01,1.01,1.01,1.02,2.31,0.0
1.07,0.98,1.04,1.04,1.04,0.9,2.24,0.0
1.07,1.01,1.09,1.09,1.09,0.91,2.22,0.0
1.1,1.02,1.14,1.14,1.14,0.91,2.24,0.0
1.11,1.04,1.18,1.19,1.19,0.92,2.22,0.0
1.13,1.05,1.23,1.24,1.24,0.9,2.22,0.0
1.13,1.07,1.28,1.29,1.29,0.89,2.2,0.0
1.16,1.08,1.33,1.34,1.34,0.44,2.22,0.0
1.17,1.1,1.38,1.38,1.39,0.47,2.2,0.0
1.19,1.11,1.43,1.43,1.44,0.5,2.18,0.0
1.19,1.12,1.48,1.48,1.49,0.54,2.19,0.0
1.22,1.13,1.53,1.53,1.53,0.58,2.16,0.0
1.24,1.15,1.58,1.58,1.58,0.62,2.18,0.0
1.24,1.16,1.63,1.63,1.63,0.65,2.16,0.0
1.26,1.18,1.68,1.68,1.68,0.69,2.18,0.0
1.27,1.2,1.73,1.73,1.73,0.73,2.16,0.0
1.3,1.21,1.78,1.78,1.78,0.76,2.16,0.0
1.3,1.23,1.83,1.83,1.83,0.81,2.14,0.0
1.32,1.24,1.87,1.88,1.88,0.84,2.16,0.0
1.33,1.25,1.92,1.93,1.93,0.87,0.0,0.0
1.36,1.27,1.97,1.97,1.98,0.92,0.0,0.0
1.36,0.0,2.02,2.02,2.03,0.95,0.0,1.0
1.43,0.9,2.07,2.07,2.07,0.87,0.0,1.0
1.5,0.98,2.0,2.0,1.99,0.77,0.0,1.0
1.59,1.07,1.93,1.93,1.92,0.68,0.0,1.0
1.66,1.16,1.86,1.85,1.84,0.6,2.09,1.0
1.73,1.24,1.79,1.78,1.76,0.5,2.02,1.0
1.8,1.33,1.71,1.7,1.69,0.41,1.95,1.0
1.84,1.42,1.64,1.63,1.61,0.32,1.85,1.0
1.78,1.48,1.57,1.56,1.52,0.23,1.78,1.0
1.71,1.58,1.5,1.46,1.45,0.14,1.71,1.0
1.65,1.65,1.41,1.39,1.36,0.04,1.61,1.0
1.58,1.73,1.34,1.31,1.27,0.0,1.51,1.0
1.5,1.8,1.25,1.22,1.17,0.0,1.43,1.0
1.43,1.88,1.15,1.12,1.1,0.0,1.34,1.0
1.35,1.95,1.08,1.03,1.01,0.0,1.24,1.0
0.0,2.02,0.99,0.95,0.91,0.0,1.17,1.0
0.9,2.07,0.91,0.87,0.84,0.0,1.07,1.0
0.98,2.0,0.82,0.77,0.73,0.0,0.99,1.0
1.07,1.93,0.72,0.68,0.64,0.0,0.9,1.0
1.16,1.85,0.63,0.6,0.55,2.09,0.8,1.0
1.24,1.78,0.55,0.5,0.46,2.02,0.72,1.0
1.33,1.7,0.45,0.41,0.36,1.95,0.62,1.0
1.42,1.63,0.35,0.32,0.28,1.85,0.53,1.0
1.48,1.56,0.27,0.23,0.19,1.78,0.43,1.0
1.58,1.46,0.18,0.14,0.09,1.71,0.34,0.0
1.58,1.49,0.19,0.14,0.1,1.73,0.36,0.0
1.6,1.5,0.2,0.16,0.11,1.78,0.4,0.0
1.96,1.9,0.55,0.51,0.45,0.0,1.23,1.0
2.08,1.82,0.48,0.41,0.36,0.0,1.3,1.0
2.16,1.72,0.36,0.31,0.26,0.04,1.39,1.0
2.24,1.65,0.26,0.21,0.15,0.13,1.46,1.0
2.33,1.58,0.16,0.1,0.06,0.23,1.56,1.0
2.42,1.46,0.05,0.0,0.0,0.32,1.63,1.0
2.5,1.4,0.0,0.0,0.0,0.41,1.71,1.0
2.59,1.3,0.0,0.0,0.0,0.51,1.78,1.0
2.39,1.0,0.0,0.0,0.0,0.77,2.01,0.0
2.26,0.88,0.0,0.0,0.0,0.86,2.07,0.0
0.0,1.28,2.39,2.38,2.37,1.01,1.99,2.0
0.0,1.22,2.5,2.5,2.51,1.15,1.92,2.0
0.0,1.13,2.49,2.44,2.45,1.23,1.86,2.0
0.0,1.05,2.36,2.37,2.38,1.34,1.79,2.0
0.0,0.93,2.29,2.31,2.32,1.44,1.73,2.0
0.0,0.86,2.17,2.18,2.19,1.53,1.63,2.0
0.0,0.76,2.1,2.1,2.11,1.63,1.54,2.0
0.0,0.66,2.04,1.99,2.05,1.74,1.48,2.0
0.0,0.59,1.9,1.93,1.93,1.8,1.4,2.0
0.0,0.49,1.85,1.85,1.85,1.92,0.48,2.0
0.0,0.4,1.71,1.75,1.74,1.98,0.57,2.0
0.0,0.3,1.63,1.65,1.69,2.11,0.67,2.0
0.0,0.21,1.55,1.58,1.59,2.17,0.76,2.0
0.0,0.11,1.44,1.49,1.51,2.23,0.88,2.0
0.0,0.02,1.37,1.42,1.43,2.37,0.97,2.0
0.0,0.0,1.28,1.31,1.35,2.43,1.05,2.0
0.0,0.0,1.19,1.22,1.24,2.5,1.15,2.0
0.07,0.0,1.11,1.13,1.14,2.44,1.23,2.0
0.14,0.0,1.0,1.05,1.09,2.37,1.34,2.0
0.19,0.0,0.9,0.93,1.0,2.31,1.44,2.0
0.24,0.0,0.81,0.86,0.88,2.18,1.53,2.0
0.3,0.0,0.72,0.76,0.79,2.1,1.63,2.0
0.35,0.0,0.63,0.66,0.72,1.99,1.74,2.0
0.39,0.0,0.52,0.59,0.62,1.93,1.8,2.0
0.44,0.0,0.43,0.49,0.53,1.85,1.92,2.0
0.48,0.0,0.35,0.4,0.43,1.75,1.98,2.0
0.0,0.0,0.26,0.3,0.35,1.65,2.11,2.0
0.0,0.0,0.16,0.21,0.24,1.58,2.17,2.0
0.0,0.0,0.06,0.11,0.15,1.49,2.23,2.0
0.0,0.0,0.0,0.02,0.06,1.42,2.37,2.0
0.0,0.0,0.0,0.0,0.0,1.31,2.43,2.0
0.0,0.0,0.0,0.0,0.0,1.22,2.5,2.0
0.0,0.07,0.0,0.0,0.0,1.13,2.44,0.0
0.0,0.08,0.0,0.0,0.0,1.11,2.47,0.0
0.79,0.0,0.76,0.8,0.83,2.12,1.63,2.0
0.73,0.0,0.69,0.72,0.77,2.04,1.72,2.0
0.66,0.0,0.59,0.64,0.66,1.96,1.82,2.0
0.56,0.0,0.48,0.53,0.58,1.9,1.9,2.0
0.49,0.0,0.39,0.44,0.49,1.77,2.01,2.0
0.4,0.03,0.3,0.35,0.39,1.71,2.07,2.0
0.31,0.12,0.2,0.25,0.3,1.66,2.15,2.0
0.23,0.18,0.11,0.15,0.2,1.55,2.28,2.0
0.13,1.34,0.01,0.06,0.11,1.45,2.36,2.0
0.04,1.26,0.0,0.0,0.01,1.36,2.43,2.0
0.0,1.19,0.0,0.0,0.0,1.26,2.51,0.0
0.0,1.22,0.0,0.0,0.0,1.27,2.54,0.0
1.4,1.61,0.94,0.95,0.95,0.67,1.99,0.0
1.5,0.1,1.04,1.04,1.04,0.75,2.08,0.0
1.51,0.14,1.08,1.08,1.09,0.75,2.06,0.0
0.0,1.07,2.38,2.38,2.42,1.13,1.62,2.0
0.0,1.01,2.37,2.37,2.38,1.25,1.73,2.0
0.0,0.91,2.26,2.27,2.27,1.35,1.8,2.0
0.0,0.83,2.2,2.21,2.22,1.43,1.88,2.0
